danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song_name
0.341,0.0823,5,-23.922,0,0.0377,0.981,0.881,0.114,0.0396,111.17,audio_features,1zFkdQz9JTr02jBEekVp8e,spotify:track:1zFkdQz9JTr02jBEekVp8e,https://api.spotify.com/v1/tracks/1zFkdQz9JTr02jBEekVp8e,https://api.spotify.com/v1/audio-analysis/1zFkdQz9JTr02jBEekVp8e,202823,5,Barry Hudson-Taylor,Solitude
0.312,0.00675,7,-35.164,0,0.0372,0.994,0.946,0.0988,0.345,146.922,audio_features,4AfTf4LCOYOllXEHPgROVf,spotify:track:4AfTf4LCOYOllXEHPgROVf,https://api.spotify.com/v1/tracks/4AfTf4LCOYOllXEHPgROVf,https://api.spotify.com/v1/audio-analysis/4AfTf4LCOYOllXEHPgROVf,133479,3,Niall Byrne,Lambay
0.396,0.00598,5,-29.643,0,0.0382,0.99,0.939,0.114,0.039,142.357,audio_features,51K71t2Sk90AVbjVsBcorb,spotify:track:51K71t2Sk90AVbjVsBcorb,https://api.spotify.com/v1/tracks/51K71t2Sk90AVbjVsBcorb,https://api.spotify.com/v1/audio-analysis/51K71t2Sk90AVbjVsBcorb,160836,3,Cyril Mathews,A Recurring Theme
0.399,0.055,3,-30.203,1,0.0431,0.991,0.915,0.11,0.155,138.428,audio_features,5pgQi74y4bGoT3bYFKZagk,spotify:track:5pgQi74y4bGoT3bYFKZagk,https://api.spotify.com/v1/tracks/5pgQi74y4bGoT3bYFKZagk,https://api.spotify.com/v1/audio-analysis/5pgQi74y4bGoT3bYFKZagk,158759,3,Christopher Dicker,Something (Nothing)
0.34,0.154,7,-28.65,1,0.0342,0.977,0.941,0.112,0.137,81.309,audio_features,01rwfTz2dYAldzFRtACqTm,spotify:track:01rwfTz2dYAldzFRtACqTm,https://api.spotify.com/v1/tracks/01rwfTz2dYAldzFRtACqTm,https://api.spotify.com/v1/audio-analysis/01rwfTz2dYAldzFRtACqTm,276250,4,Marie Denis,Ornamental
0.475,0.0451,0,-27.516,1,0.0296,0.96,0.94,0.11,0.342,80.874,audio_features,5WAuzGamm8rl9rY0ZxTZ5h,spotify:track:5WAuzGamm8rl9rY0ZxTZ5h,https://api.spotify.com/v1/tracks/5WAuzGamm8rl9rY0ZxTZ5h,https://api.spotify.com/v1/audio-analysis/5WAuzGamm8rl9rY0ZxTZ5h,119620,4,Carl Faber,Radiant
0.454,0.0139,2,-20.861,0,0.0393,0.989,0.914,0.0924,0.119,109.599,audio_features,71UMvOQ8RDBtsBi0rj5uB3,spotify:track:71UMvOQ8RDBtsBi0rj5uB3,https://api.spotify.com/v1/tracks/71UMvOQ8RDBtsBi0rj5uB3,https://api.spotify.com/v1/audio-analysis/71UMvOQ8RDBtsBi0rj5uB3,162771,4,Rebecca Mayer,die letzten Schritte
0.306,0.0263,7,-27.312,1,0.0385,0.991,0.898,0.0913,0.0972,66.7,audio_features,6wHTJ1Bx98S9qILhLsgeQO,spotify:track:6wHTJ1Bx98S9qILhLsgeQO,https://api.spotify.com/v1/tracks/6wHTJ1Bx98S9qILhLsgeQO,https://api.spotify.com/v1/audio-analysis/6wHTJ1Bx98S9qILhLsgeQO,157913,4,Eugene Goh,Vellichor
0.507,0.0414,3,-28.956,1,0.0395,0.988,0.942,0.107,0.538,132.344,audio_features,3nI7ooi7HA8oRVSgCKvcE7,spotify:track:3nI7ooi7HA8oRVSgCKvcE7,https://api.spotify.com/v1/tracks/3nI7ooi7HA8oRVSgCKvcE7,https://api.spotify.com/v1/audio-analysis/3nI7ooi7HA8oRVSgCKvcE7,171000,4,Lihua Zhao,The Far West
0.316,0.0272,5,-30.126,0,0.0374,0.993,0.928,0.138,0.244,177.791,audio_features,6BMcMtb9M5yqelouZZaOPd,spotify:track:6BMcMtb9M5yqelouZZaOPd,https://api.spotify.com/v1/tracks/6BMcMtb9M5yqelouZZaOPd,https://api.spotify.com/v1/audio-analysis/6BMcMtb9M5yqelouZZaOPd,141500,3,Jørg Sorensen,Raindrops
0.412,0.0293,1,-30.734,1,0.0513,0.995,0.961,0.0999,0.5,102.257,audio_features,3Ww34yWUihAKJOjt8wvpRc,spotify:track:3Ww34yWUihAKJOjt8wvpRc,https://api.spotify.com/v1/tracks/3Ww34yWUihAKJOjt8wvpRc,https://api.spotify.com/v1/audio-analysis/3Ww34yWUihAKJOjt8wvpRc,120459,4,Karen LeFrak & Jacques van Tuinen,Meditation: I. Promise
0.408,0.0651,3,-33.02,1,0.0376,0.97,0.944,0.0947,0.208,83.739,audio_features,7c2CN4p20ptpqkERAJPdI1,spotify:track:7c2CN4p20ptpqkERAJPdI1,https://api.spotify.com/v1/tracks/7c2CN4p20ptpqkERAJPdI1,https://api.spotify.com/v1/audio-analysis/7c2CN4p20ptpqkERAJPdI1,182312,4,Stephanie Middleton,Psalm
0.536,0.0751,5,-22.156,1,0.0309,0.993,0.917,0.1,0.143,141.041,audio_features,1S9aFKkJi0MILii1icKFeu,spotify:track:1S9aFKkJi0MILii1icKFeu,https://api.spotify.com/v1/tracks/1S9aFKkJi0MILii1icKFeu,https://api.spotify.com/v1/audio-analysis/1S9aFKkJi0MILii1icKFeu,199667,3,Moux,"with me, with you"
0.46,0.0679,6,-28.875,1,0.0346,0.988,0.881,0.107,0.139,113.82,audio_features,4TXzJ0L5gMumCwrlEgyRZL,spotify:track:4TXzJ0L5gMumCwrlEgyRZL,https://api.spotify.com/v1/tracks/4TXzJ0L5gMumCwrlEgyRZL,https://api.spotify.com/v1/audio-analysis/4TXzJ0L5gMumCwrlEgyRZL,172000,4,Hazel Adams,Ocean Heart
0.437,0.0534,0,-29.264,1,0.0382,0.979,0.904,0.115,0.106,72.507,audio_features,4Q2qLYFIOpN6sHRjzZ0TPC,spotify:track:4Q2qLYFIOpN6sHRjzZ0TPC,https://api.spotify.com/v1/tracks/4Q2qLYFIOpN6sHRjzZ0TPC,https://api.spotify.com/v1/audio-analysis/4Q2qLYFIOpN6sHRjzZ0TPC,196000,3,Alvaro Pascoal,Simply Beautiful
0.475,0.0372,5,-23.104,1,0.0518,0.991,0.922,0.105,0.257,85.356,audio_features,67mEEKBy1ViwbTybbiH2nF,spotify:track:67mEEKBy1ViwbTybbiH2nF,https://api.spotify.com/v1/tracks/67mEEKBy1ViwbTybbiH2nF,https://api.spotify.com/v1/audio-analysis/67mEEKBy1ViwbTybbiH2nF,184677,3,Rickard Nilsson & Helmut Schenker,Ever Since
0.272,0.024,2,-27.869,0,0.0389,0.993,0.924,0.0938,0.122,45.945,audio_features,3nfhbwdfbK19V3vwRTAcoo,spotify:track:3nfhbwdfbK19V3vwRTAcoo,https://api.spotify.com/v1/tracks/3nfhbwdfbK19V3vwRTAcoo,https://api.spotify.com/v1/audio-analysis/3nfhbwdfbK19V3vwRTAcoo,147000,4,Cecile Roy,Purity
