danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song_name
0.679,0.708,2,-7.854,0,0.0258,0.0989,0.00384,0.425,0.763,133.501,audio_features,3LIaJyHeA9lxmskbFaez44,spotify:track:3LIaJyHeA9lxmskbFaez44,https://api.spotify.com/v1/tracks/3LIaJyHeA9lxmskbFaez44,https://api.spotify.com/v1/audio-analysis/3LIaJyHeA9lxmskbFaez44,274467,4,ABBA,Lay All Your Love On Me
0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,audio_features,2M9ro2krNb7nr7HSprkEgo,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800,4,Tracy Chapman,Fast Car
0.579,0.669,4,-8.704,0,0.0326,0.253,0.0257,0.0911,0.798,175.181,audio_features,2gUjs3Y8RoPpwozKyQDCUa,spotify:track:2gUjs3Y8RoPpwozKyQDCUa,https://api.spotify.com/v1/tracks/2gUjs3Y8RoPpwozKyQDCUa,https://api.spotify.com/v1/audio-analysis/2gUjs3Y8RoPpwozKyQDCUa,266173,4,Genesis,That's All - Remastered 2007
0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,audio_features,4YwbSZaYeYja8Umyt222Qf,spotify:track:4YwbSZaYeYja8Umyt222Qf,https://api.spotify.com/v1/tracks/4YwbSZaYeYja8Umyt222Qf,https://api.spotify.com/v1/audio-analysis/4YwbSZaYeYja8Umyt222Qf,175747,4,Phil Collins,You Can't Hurry Love - 2016 Remaster
0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,audio_features,7FwBtcecmlpc1sLySPXeGE,spotify:track:7FwBtcecmlpc1sLySPXeGE,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE,https://api.spotify.com/v1/audio-analysis/7FwBtcecmlpc1sLySPXeGE,241307,4,Bruce Springsteen,Dancing In the Dark
0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,audio_features,0nd1Vs5BIoIU4TJlzR8KVB,spotify:track:0nd1Vs5BIoIU4TJlzR8KVB,https://api.spotify.com/v1/tracks/0nd1Vs5BIoIU4TJlzR8KVB,https://api.spotify.com/v1/audio-analysis/0nd1Vs5BIoIU4TJlzR8KVB,193200,4,George Michael,Faith - Remastered
0.662,0.737,0,-9.54,1,0.0296,0.108,0.0191,0.119,0.744,103.867,audio_features,6pPWRBubXOBAHnjl5ZIujB,spotify:track:6pPWRBubXOBAHnjl5ZIujB,https://api.spotify.com/v1/tracks/6pPWRBubXOBAHnjl5ZIujB,https://api.spotify.com/v1/audio-analysis/6pPWRBubXOBAHnjl5ZIujB,329800,4,Tina Turner,The Best
0.611,0.524,8,-8.256,1,0.035,0.68,0.0,0.0753,0.73,203.787,audio_features,6apPqjW8ezpKEicAkkBlvO,spotify:track:6apPqjW8ezpKEicAkkBlvO,https://api.spotify.com/v1/tracks/6apPqjW8ezpKEicAkkBlvO,https://api.spotify.com/v1/audio-analysis/6apPqjW8ezpKEicAkkBlvO,250053,4,Dolly Parton & Kenny Rogers,Islands in the Stream
0.764,0.626,0,-8.274,1,0.0288,0.457,6.35e-06,0.201,0.961,118.34,audio_features,0J2p4KYdr6Mg4ET6JPlbe1,spotify:track:0J2p4KYdr6Mg4ET6JPlbe1,https://api.spotify.com/v1/tracks/0J2p4KYdr6Mg4ET6JPlbe1,https://api.spotify.com/v1/audio-analysis/0J2p4KYdr6Mg4ET6JPlbe1,252853,4,ABBA,Super Trouper
0.619,0.939,1,-6.787,1,0.0397,0.0173,0.000355,0.327,0.677,115.164,audio_features,2oiMNaVCul7qmMzpRStjCg,spotify:track:2oiMNaVCul7qmMzpRStjCg,https://api.spotify.com/v1/tracks/2oiMNaVCul7qmMzpRStjCg,https://api.spotify.com/v1/audio-analysis/2oiMNaVCul7qmMzpRStjCg,286320,4,Genesis,Land Of Confusion - Remastered 2007
0.712,0.549,5,-9.484,1,0.0254,0.011,0.0,0.118,0.552,109.882,audio_features,31H6au3jhblhr6MMJiXnCq,spotify:track:31H6au3jhblhr6MMJiXnCq,https://api.spotify.com/v1/tracks/31H6au3jhblhr6MMJiXnCq,https://api.spotify.com/v1/audio-analysis/31H6au3jhblhr6MMJiXnCq,251067,4,Eric Carmen,"Hungry Eyes - From ""Dirty Dancing"" Soundtrack"
0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,audio_features,44aTAUBF0g6sMkMNE8I5kd,spotify:track:44aTAUBF0g6sMkMNE8I5kd,https://api.spotify.com/v1/tracks/44aTAUBF0g6sMkMNE8I5kd,https://api.spotify.com/v1/audio-analysis/44aTAUBF0g6sMkMNE8I5kd,260573,4,The Police,Every Little Thing She Does Is Magic
0.602,0.784,11,-7.976,0,0.0313,0.00398,0.0852,0.0931,0.918,133.019,audio_features,0A4PZuepTcIQVvA5m7R0M1,spotify:track:0A4PZuepTcIQVvA5m7R0M1,https://api.spotify.com/v1/tracks/0A4PZuepTcIQVvA5m7R0M1,https://api.spotify.com/v1/audio-analysis/0A4PZuepTcIQVvA5m7R0M1,263973,4,Simple Minds,Don't You (Forget About Me) - Remastered
0.565,0.764,1,-9.43,1,0.0351,0.0139,0.00488,0.079,0.686,100.891,audio_features,7gozgbG5EBTukCFWToTRA5,spotify:track:7gozgbG5EBTukCFWToTRA5,https://api.spotify.com/v1/tracks/7gozgbG5EBTukCFWToTRA5,https://api.spotify.com/v1/audio-analysis/7gozgbG5EBTukCFWToTRA5,277480,4,U2,I Still Haven't Found What I'm Looking For - Remastered 2007
0.767,0.854,4,-6.947,1,0.0426,0.465,2.03e-06,0.485,0.963,149.206,audio_features,3OeUlriM0EZHdWleJtjoVr,spotify:track:3OeUlriM0EZHdWleJtjoVr,https://api.spotify.com/v1/tracks/3OeUlriM0EZHdWleJtjoVr,https://api.spotify.com/v1/audio-analysis/3OeUlriM0EZHdWleJtjoVr,234653,4,George Harrison,Got My Mind Set On You - Remastered 2004
0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,audio_features,0snPJPxkk0MbTc0xeUvAPt,spotify:track:0snPJPxkk0MbTc0xeUvAPt,https://api.spotify.com/v1/tracks/0snPJPxkk0MbTc0xeUvAPt,https://api.spotify.com/v1/audio-analysis/0snPJPxkk0MbTc0xeUvAPt,270720,4,Lionel Richie,Dancing On The Ceiling
0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,audio_features,2olVm1lHicpveMAo4AUDRB,spotify:track:2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333,4,Huey Lewis & The News,The Power Of Love
0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,audio_features,6xdLJrVj4vIXwhuG8TMopk,spotify:track:6xdLJrVj4vIXwhuG8TMopk,https://api.spotify.com/v1/tracks/6xdLJrVj4vIXwhuG8TMopk,https://api.spotify.com/v1/audio-analysis/6xdLJrVj4vIXwhuG8TMopk,163373,4,Queen,Crazy Little Thing Called Love - Remastered 2011
0.668,0.473,10,-15.402,1,0.0336,0.231,0.0,0.115,0.962,91.976,audio_features,4NH4xiPQ7TqNGqj6pZV4ki,spotify:track:4NH4xiPQ7TqNGqj6pZV4ki,https://api.spotify.com/v1/tracks/4NH4xiPQ7TqNGqj6pZV4ki,https://api.spotify.com/v1/audio-analysis/4NH4xiPQ7TqNGqj6pZV4ki,242200,4,Culture Club,Karma Chameleon
0.461,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,audio_features,4tyl9OMKMG8F2L0RUYQMH3,spotify:track:4tyl9OMKMG8F2L0RUYQMH3,https://api.spotify.com/v1/tracks/4tyl9OMKMG8F2L0RUYQMH3,https://api.spotify.com/v1/audio-analysis/4tyl9OMKMG8F2L0RUYQMH3,249960,4,Dire Straits,Walk Of Life
0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,audio_features,05wIrZSwuaVWhcv5FfqeH0,spotify:track:05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/tracks/05wIrZSwuaVWhcv5FfqeH0,https://api.spotify.com/v1/audio-analysis/05wIrZSwuaVWhcv5FfqeH0,238733,4,Katrina & The Waves,Walking On Sunshine
0.7,0.781,6,-8.255,0,0.0507,0.0869,0.00342,0.059,0.385,108.694,audio_features,1UvTPXlImVd4jcucK4qJwb,spotify:track:1UvTPXlImVd4jcucK4qJwb,https://api.spotify.com/v1/tracks/1UvTPXlImVd4jcucK4qJwb,https://api.spotify.com/v1/audio-analysis/1UvTPXlImVd4jcucK4qJwb,289067,4,Bill Medley & Jennifer Warnes,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack"
0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,audio_features,1KsI8NEeAna8ZIdojI3FiT,spotify:track:1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/tracks/1KsI8NEeAna8ZIdojI3FiT,https://api.spotify.com/v1/audio-analysis/1KsI8NEeAna8ZIdojI3FiT,199453,4,Bruce Springsteen,Hungry Heart
0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,audio_features,2cFl7utlqyZjCXN1G5nRvA,spotify:track:2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/tracks/2cFl7utlqyZjCXN1G5nRvA,https://api.spotify.com/v1/audio-analysis/2cFl7utlqyZjCXN1G5nRvA,269573,4,Huey Lewis & The News,Stuck With You
0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,audio_features,2vz1CsL5WBsbpBcwgboTAw,spotify:track:2vz1CsL5WBsbpBcwgboTAw,https://api.spotify.com/v1/tracks/2vz1CsL5WBsbpBcwgboTAw,https://api.spotify.com/v1/audio-analysis/2vz1CsL5WBsbpBcwgboTAw,226827,4,Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack"
0.685,0.571,2,-11.623,1,0.0299,0.335,2.38e-06,0.214,0.869,121.737,audio_features,798fUF6UnRn27xiVuKyJCi,spotify:track:798fUF6UnRn27xiVuKyJCi,https://api.spotify.com/v1/tracks/798fUF6UnRn27xiVuKyJCi,https://api.spotify.com/v1/audio-analysis/798fUF6UnRn27xiVuKyJCi,184173,4,The Bangles,Manic Monday
0.489,0.927,10,-6.298,0,0.17,0.455,0.00165,0.305,0.79,177.354,audio_features,0lzpfrTARexLFXEACKSXTh,spotify:track:0lzpfrTARexLFXEACKSXTh,https://api.spotify.com/v1/tracks/0lzpfrTARexLFXEACKSXTh,https://api.spotify.com/v1/audio-analysis/0lzpfrTARexLFXEACKSXTh,181787,4,Elton John,I'm Still Standing
0.643,0.801,6,-4.921,1,0.0228,0.0298,0.0,0.0719,0.534,95.988,audio_features,2vEQ9zBiwbAVXzS2SOxodY,spotify:track:2vEQ9zBiwbAVXzS2SOxodY,https://api.spotify.com/v1/tracks/2vEQ9zBiwbAVXzS2SOxodY,https://api.spotify.com/v1/audio-analysis/2vEQ9zBiwbAVXzS2SOxodY,270333,4,Starship,Nothing's Gonna Stop Us Now
0.491,0.802,4,-7.106,1,0.0392,0.25,0.0,0.387,0.472,119.25,audio_features,77NNZQSqzLNqh2A9JhLRkg,spotify:track:77NNZQSqzLNqh2A9JhLRkg,https://api.spotify.com/v1/tracks/77NNZQSqzLNqh2A9JhLRkg,https://api.spotify.com/v1/audio-analysis/77NNZQSqzLNqh2A9JhLRkg,248907,4,Journey,Don't Stop Believin'
0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,audio_features,5zA8vzDGqPl2AzZkEYQGKh,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,https://api.spotify.com/v1/tracks/5zA8vzDGqPl2AzZkEYQGKh,https://api.spotify.com/v1/audio-analysis/5zA8vzDGqPl2AzZkEYQGKh,197707,4,Billy Joel,Uptown Girl
0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,audio_features,0qxYx4F3vm1AOnfux6dDxP,spotify:track:0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/tracks/0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/audio-analysis/0qxYx4F3vm1AOnfux6dDxP,280000,4,Paul Simon,You Can Call Me Al
0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,audio_features,4gvea7UlDkAvsJBPZAd4oB,spotify:track:4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/tracks/4gvea7UlDkAvsJBPZAd4oB,https://api.spotify.com/v1/audio-analysis/4gvea7UlDkAvsJBPZAd4oB,288733,4,Don Henley,The Boys Of Summer
0.69,0.54,4,-10.516,1,0.0317,0.218,0.00657,0.115,0.764,114.846,audio_features,6i8ecOsx4J2Px1maiqzqoG,spotify:track:6i8ecOsx4J2Px1maiqzqoG,https://api.spotify.com/v1/tracks/6i8ecOsx4J2Px1maiqzqoG,https://api.spotify.com/v1/audio-analysis/6i8ecOsx4J2Px1maiqzqoG,222733,4,Fleetwood Mac,Everywhere
0.748,0.603,1,-12.044,1,0.043,0.15,0.000261,0.0269,0.827,108.831,audio_features,4czNORk5MjW5WOn98bki32,spotify:track:4czNORk5MjW5WOn98bki32,https://api.spotify.com/v1/tracks/4czNORk5MjW5WOn98bki32,https://api.spotify.com/v1/audio-analysis/4czNORk5MjW5WOn98bki32,258667,4,Lionel Richie,All Night Long (All Night) - Single Version
0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,audio_features,1Jj6MF0xDOMA3Ut2Z368Bx,spotify:track:1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/tracks/1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/audio-analysis/1Jj6MF0xDOMA3Ut2Z368Bx,243067,4,Cyndi Lauper,Time After Time
0.673,0.663,0,-7.29,1,0.0269,0.217,0.017,0.177,0.671,120.634,audio_features,23l1kVpqMVREiwU1YAlcr4,spotify:track:23l1kVpqMVREiwU1YAlcr4,https://api.spotify.com/v1/tracks/23l1kVpqMVREiwU1YAlcr4,https://api.spotify.com/v1/audio-analysis/23l1kVpqMVREiwU1YAlcr4,285333,3,Elton John,I Guess That's Why They Call It The Blues
0.582,0.689,7,-12.203,1,0.0277,0.607,0.0571,0.145,0.531,111.166,audio_features,6V50MyHPGhEmwYu0Wdyf0t,spotify:track:6V50MyHPGhEmwYu0Wdyf0t,https://api.spotify.com/v1/tracks/6V50MyHPGhEmwYu0Wdyf0t,https://api.spotify.com/v1/audio-analysis/6V50MyHPGhEmwYu0Wdyf0t,297853,4,Bruce Hornsby & The Range,The Way It Is
0.612,0.6,9,-10.945,1,0.0327,0.15,3.04e-06,0.222,0.471,111.203,audio_features,1A2PWRltFrX8iB8IP3CUgo,spotify:track:1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/tracks/1A2PWRltFrX8iB8IP3CUgo,https://api.spotify.com/v1/audio-analysis/1A2PWRltFrX8iB8IP3CUgo,251800,4,John Parr,St. Elmos Fire (Man in Motion)
0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,audio_features,37BTh5g05cxBIRYMbw8g2T,spotify:track:37BTh5g05cxBIRYMbw8g2T,https://api.spotify.com/v1/tracks/37BTh5g05cxBIRYMbw8g2T,https://api.spotify.com/v1/audio-analysis/37BTh5g05cxBIRYMbw8g2T,331200,4,TOTO,Rosanna
0.605,0.785,0,-7.961,1,0.0257,0.0303,4.14e-06,0.288,0.628,113.803,audio_features,7aS418hRnOnYrXeyrZilwk,spotify:track:7aS418hRnOnYrXeyrZilwk,https://api.spotify.com/v1/tracks/7aS418hRnOnYrXeyrZilwk,https://api.spotify.com/v1/audio-analysis/7aS418hRnOnYrXeyrZilwk,213987,4,Erasure,A Little Respect - 2009 - Remaster
0.722,0.518,9,-10.78,1,0.0296,0.593,0.00453,0.0854,0.753,116.289,audio_features,3nQuDlaVZApyrG6tdsETe0,spotify:track:3nQuDlaVZApyrG6tdsETe0,https://api.spotify.com/v1/tracks/3nQuDlaVZApyrG6tdsETe0,https://api.spotify.com/v1/audio-analysis/3nQuDlaVZApyrG6tdsETe0,246667,4,Steve Winwood,Valerie
0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,audio_features,0ZfM5XfJTtFPhOxAERRnNY,spotify:track:0ZfM5XfJTtFPhOxAERRnNY,https://api.spotify.com/v1/tracks/0ZfM5XfJTtFPhOxAERRnNY,https://api.spotify.com/v1/audio-analysis/0ZfM5XfJTtFPhOxAERRnNY,237320,4,Roxette,The Look
0.658,0.575,11,-10.365,1,0.0267,0.243,0.0,0.122,0.504,108.329,audio_features,6mYrhCAGWzTdF8QnKuchXM,spotify:track:6mYrhCAGWzTdF8QnKuchXM,https://api.spotify.com/v1/tracks/6mYrhCAGWzTdF8QnKuchXM,https://api.spotify.com/v1/audio-analysis/6mYrhCAGWzTdF8QnKuchXM,239827,4,Cher,If I Could Turn Back Time
0.666,0.91,4,-6.457,1,0.0399,0.0874,8.41e-06,0.336,0.919,117.14,audio_features,2D4D3hiOf5U0W6SvJoCQph,spotify:track:2D4D3hiOf5U0W6SvJoCQph,https://api.spotify.com/v1/tracks/2D4D3hiOf5U0W6SvJoCQph,https://api.spotify.com/v1/audio-analysis/2D4D3hiOf5U0W6SvJoCQph,284373,4,Billy Ocean,"Get Outta My Dreams, Get Into My Car"
0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,audio_features,5izGeTxueiFX1UPFGohY9w,spotify:track:5izGeTxueiFX1UPFGohY9w,https://api.spotify.com/v1/tracks/5izGeTxueiFX1UPFGohY9w,https://api.spotify.com/v1/audio-analysis/5izGeTxueiFX1UPFGohY9w,363640,4,Robert Palmer & Eric 'ET' Thorngren,Addicted To Love
0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,audio_features,37Q5anxoGWYdRsyeXkkNoI,spotify:track:37Q5anxoGWYdRsyeXkkNoI,https://api.spotify.com/v1/tracks/37Q5anxoGWYdRsyeXkkNoI,https://api.spotify.com/v1/audio-analysis/37Q5anxoGWYdRsyeXkkNoI,246520,4,Belinda Carlisle,Heaven Is a Place on Earth
0.846,0.826,10,-7.909,0,0.098,0.0867,0.0,0.12,0.813,134.454,audio_features,1kIu9zpYtWjgrLlsactlna,spotify:track:1kIu9zpYtWjgrLlsactlna,https://api.spotify.com/v1/tracks/1kIu9zpYtWjgrLlsactlna,https://api.spotify.com/v1/audio-analysis/1kIu9zpYtWjgrLlsactlna,262560,4,The Pointer Sisters,Jump (Original Mix)
0.71,0.639,4,-12.839,1,0.045,0.23,0.0,0.172,0.733,107.947,audio_features,0f6pHbsLzpWxl5CfhOUjBA,spotify:track:0f6pHbsLzpWxl5CfhOUjBA,https://api.spotify.com/v1/tracks/0f6pHbsLzpWxl5CfhOUjBA,https://api.spotify.com/v1/audio-analysis/0f6pHbsLzpWxl5CfhOUjBA,241000,4,George Michael & Aretha Franklin,I Knew You Were Waiting (For Me)
0.632,0.656,7,-9.29,1,0.0277,0.123,0.000264,0.0735,0.752,86.605,audio_features,3G0ENKW9vzV0SuYKaWFflI,spotify:track:3G0ENKW9vzV0SuYKaWFflI,https://api.spotify.com/v1/tracks/3G0ENKW9vzV0SuYKaWFflI,https://api.spotify.com/v1/audio-analysis/3G0ENKW9vzV0SuYKaWFflI,343240,4,Elton John,Nikita
0.533,0.783,7,-10.61,1,0.0366,0.0116,0.0565,0.186,0.726,124.874,audio_features,07ABETRdek3ACMpRPvQuaT,spotify:track:07ABETRdek3ACMpRPvQuaT,https://api.spotify.com/v1/tracks/07ABETRdek3ACMpRPvQuaT,https://api.spotify.com/v1/audio-analysis/07ABETRdek3ACMpRPvQuaT,234907,4,Pet Shop Boys,Always on My Mind
0.749,0.699,1,-13.108,1,0.0371,0.0674,0.00192,0.0763,0.935,128.904,audio_features,7INi4pMPG4IE0Smx5y4KVf,spotify:track:7INi4pMPG4IE0Smx5y4KVf,https://api.spotify.com/v1/tracks/7INi4pMPG4IE0Smx5y4KVf,https://api.spotify.com/v1/audio-analysis/7INi4pMPG4IE0Smx5y4KVf,304507,4,Philip Bailey & Phil Collins,Easy Lover
0.796,0.693,2,-6.02,1,0.0413,0.164,1.77e-05,0.0408,0.954,108.8,audio_features,0Zt9fqRK58Y0onY1VwaKp7,spotify:track:0Zt9fqRK58Y0onY1VwaKp7,https://api.spotify.com/v1/tracks/0Zt9fqRK58Y0onY1VwaKp7,https://api.spotify.com/v1/audio-analysis/0Zt9fqRK58Y0onY1VwaKp7,218907,4,Fine Young Cannibals,She Drives Me Crazy
0.618,0.764,0,-6.027,1,0.0562,0.186,0.0,0.12,0.876,81.366,audio_features,5XsMz0YfEaHZE0MTb1aujs,spotify:track:5XsMz0YfEaHZE0MTb1aujs,https://api.spotify.com/v1/tracks/5XsMz0YfEaHZE0MTb1aujs,https://api.spotify.com/v1/audio-analysis/5XsMz0YfEaHZE0MTb1aujs,230693,4,Wham!,Wake Me Up Before You Go-Go
0.661,0.908,5,-4.897,1,0.039,0.052,0.0,0.0708,0.656,144.091,audio_features,7aHRctaQ7vjxVTVmY8OhAA,spotify:track:7aHRctaQ7vjxVTVmY8OhAA,https://api.spotify.com/v1/tracks/7aHRctaQ7vjxVTVmY8OhAA,https://api.spotify.com/v1/audio-analysis/7aHRctaQ7vjxVTVmY8OhAA,296080,4,Starship,We Built This City
0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4,TOTO,Africa
0.527,0.429,8,-12.431,1,0.0321,0.655,0.0,0.0865,0.277,97.893,audio_features,4YBIuDWPsVy9pXLCUBORZN,spotify:track:4YBIuDWPsVy9pXLCUBORZN,https://api.spotify.com/v1/tracks/4YBIuDWPsVy9pXLCUBORZN,https://api.spotify.com/v1/audio-analysis/4YBIuDWPsVy9pXLCUBORZN,332333,4,Mike & The Mechanics,The Living Years
0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,audio_features,4CoSCPlKNrWli7E5kFtbcl,spotify:track:4CoSCPlKNrWli7E5kFtbcl,https://api.spotify.com/v1/tracks/4CoSCPlKNrWli7E5kFtbcl,https://api.spotify.com/v1/audio-analysis/4CoSCPlKNrWli7E5kFtbcl,221053,4,Fleetwood Mac,Little Lies - 2017 Remaster
